"TIME","U2(IN+)"
0.0372476482,0.166846
0.03724921132,0.166842
0.03727758767,0.167007
0.03730765606,0.167156
0.03736779284,0.16739
0.0374880664,0.167598
0.03772861352,0.166978
0.03777900007,0.166673
0.03777900107,0.166565
0.03777900307,0.166483
0.03777901507,0.166453
0.03777910232,0.166565
0.03777927178,0.166615
0.03777975036,0.166659
0.03778131967,0.166662
0.03780985998,0.166457
0.03784010932,0.166222
0.03790060799,0.165689
0.03802160534,0.164363
0.03826360002,0.160685
0.03831110007,0.159804
0.03831110107,0.159904
0.03831110307,0.159984
0.03831111507,0.160014
0.03831120328,0.159905
0.03831137645,0.159852
0.03831187032,0.159797
0.03834392175,0.159165
0.03837623479,0.158513
0.03844086086,0.157137
0.03857011302,0.154105
0.03882861732,0.146946
0.03884320007,0.1465
0.03884320107,0.146405
0.03884320307,0.146333
0.03884321507,0.146307
0.03884330494,0.146404
0.03884348762,0.146444
0.03884401971,0.14647
0.0388622227,0.145911
0.03891859326,0.144122
0.038993754,0.141636
0.03914407548,0.136321
0.03937530007,0.127295
0.03937530107,0.127375
0.03937530307,0.127438
0.03937531507,0.127462
0.03937540813,0.127369
0.03937560617,0.127321
0.03937620304,0.12726
0.03939685209,0.126403
0.03946079755,0.123708
0.03954605817,0.120001
0.0397165794,0.112219
0.03990740007,0.102959
0.03990740107,0.102892
0.03990740307,0.102842
0.03990741507,0.102823
0.03990751302,0.102892
0.03990772631,0.102913
0.03990841092,0.102909
0.03993322447,0.101664
0.04001006643,0.097752
0.04011252238,0.0924087
0.04031743427,0.0813139
0.04043950008,0.074468
0.04043950108,0.0745147
0.04043950308,0.0745517
0.04043951508,0.0745654
0.04043962198,0.0745027
0.0404398595,0.0744666
0.04044070599,0.0743975
0.04045659994,0.0734959
0.04050746057,0.0705866
0.04057527475,0.0666671
0.0407109031,0.0586985
0.04097160008,0.0429646
0.04097160108,0.0429367
0.04097160308,0.0429155
0.04097161508,0.0429071
0.04097166308,0.0429207
0.04097172708,0.0429337
0.0409720329,0.0429297
0.04097325622,0.0428653
0.04102381978,0.0397574
0.04107601443,0.0365361
0.04118040373,0.0300516
0.04138918232,0.0169501
0.04150370008,0.00971223
0.04150370108,0.00971827
0.04150370308,0.00972298
0.04150371508,0.00972409
0.04150382708,0.00970941
0.04150421108,0.00968121
0.04150574708,0.00958209
0.04152008308,0.00867485
0.04156923508,0.00556064
0.04163477108,0.00140525
0.04176584308,-0.00690675
0.04202798708,-0.0234646
0.04203580008,-0.0239556
0.04203580108,-0.0239401
0.04203580308,-0.0239284
0.04203581508,-0.0239249
0.04203586308,-0.0239372
0.04203592708,-0.0239506
0.04203631108,-0.0239843
0.04203784708,-0.0240854
0.04206856708,-0.026012
0.04210133508,-0.0280646
0.04216687108,-0.032157
0.04229794308,-0.0402816
0.04256008708,-0.0562209
0.04256790008,-0.0566885
0.04256790108,-0.0567241
0.04256790308,-0.0567525
0.04256791508,-0.0567641
0.04256802708,-0.0567266
0.04256829278,-0.0567249
0.04256931943,-0.056771
0.04258949098,-0.0579779
0.04265403991,-0.0618096
0.04274010516,-0.0668619
0.04291223567,-0.0767521
0.04310000008,-0.0871738
0.04310000108,-0.0871172
0.04310000308,-0.0870746
0.04310001508,-0.0870598
0.04310011736,-0.0871298
0.04310034296,-0.0871689
0.04310110623,-0.0872354
0.04312977889,-0.0887882
0.04315937648,-0.0903817
0.04321857165,-0.093535
0.04333696198,-0.0997014
0.04357374266,-0.11143
0.04363210008,-0.114189
0.04363210108,-0.114261
0.04363210308,-0.114318
0.04363211508,-0.11434
0.04363221065,-0.114264
0.04363241616,-0.114237
0.04363305529,-0.114234
0.04365569184,-0.115289
0.04372579215,-0.118503
0.04381925922,-0.122659
0.04400619337,-0.130513
0.04416420008,-0.136651
0.04416420108,-0.136562
0.04416420308,-0.136495
0.04416421508,-0.136471
0.04416430643,-0.136569
0.04416449679,-0.136619
0.04416506073,-0.136679
0.04418446105,-0.137403
0.04424453947,-0.139587
0.04432464403,-0.142389
0.04448485315,-0.147601
0.04469630008,-0.153658
0.04469630108,-0.153754
0.04469630308,-0.153831
0.04469631508,-0.153861
0.04469640409,-0.153759
0.04469658125,-0.153716
0.04469709127,-0.153685
0.0447312609,-0.154567
0.0447658302,-0.155439
0.04483496881,-0.157104
0.04497324604,-0.160115
0.04522840008,-0.164529
0.04522840108,-0.164422
0.04522840308,-0.164341
0.04522841508,-0.164312
0.04522850259,-0.164424
0.04522867332,-0.164477
0.04522915697,-0.164531
0.04523074437,-0.164566
0.04525988541,-0.164969
0.04529079195,-0.165378
0.04535260503,-0.166131
0.0454762312,-0.167365
0.04572348354,-0.168746
0.04576050008,-0.168827
0.04576050108,-0.168933
0.04576050308,-0.169017
0.04576051508,-0.16905
0.04576060221,-0.168936
0.04576076997,-0.168885
0.04576124226,-0.168838
0.0457627891,-0.168827
0.04579063298,-0.168869
0.04582011899,-0.168889
0.04587909101,-0.168866
0.04599703504,-0.168572
0.04623292311,-0.16699
0.04629260009,-0.16638
0.04629260109,-0.166272
0.04629260309,-0.166191
0.04629261509,-0.166161
0.04629270237,-0.166272
0.046292872,-0.166321
0.04629335127,-0.166363
0.04629492302,-0.166359
0.04632354393,-0.166031
0.04635388143,-0.165667
0.04641455645,-0.164874
0.04653590648,-0.163031
0.04677860653,-0.15833
0.04682470009,-0.157287
0.04682470109,-0.157386
0.04682470309,-0.157464
0.04682471509,-0.157494
0.04682480362,-0.157386
0.04682497839,-0.157333
0.04682547872,-0.157276
0.04685836284,-0.156495
0.04689156226,-0.15569
0.04695796111,-0.154006
0.0470907588,-0.150352
0.04735680009,-0.141912
0.04735680109,-0.14182
0.04735680309,-0.14175
0.04735681509,-0.141724
0.04735690563,-0.141819
0.04735709176,-0.141857
0.04735763814,-0.141879
0.04737637677,-0.141234
0.0474344061,-0.139178
0.04751177852,-0.136335
0.04766652338,-0.130304
0.04788890009,-0.120871
0.04788890109,-0.120947
0.04788890309,-0.121007
0.04788891509,-0.12103
0.04788900932,-0.120941
0.04788921106,-0.120894
0.04788982806,-0.120831
0.04791140502,-0.119868
0.04797822399,-0.116841
0.04806731595,-0.112689
0.04824549988,-0.104012
0.04842100009,-0.0950091
0.04842100109,-0.0949474
0.04842100309,-0.0949007
0.04842101509,-0.0948832
0.04842111508,-0.0949473
0.04842133419,-0.0949652
0.04842205531,-0.0949546
0.04844865118,-0.093552
0.04847610498,-0.0920953
0.04853101258,-0.0891527
0.04864082778,-0.083155
0.04886045819,-0.0707459
0.04895310009,-0.0653625
0.04895310109,-0.0654035
